amount,frequency,geolocation,device_id,merchant_type,payment_method,is_fraud
52.4,15,BR,dev_3777,Pharmacy,Credit Card,0
71.8,6,ZA,dev_4398,Electronics,UPI,0
139.29,7,GB,dev_8169,Travel,Credit Card,0
34.19,17,IN,dev_2240,Electronics,Credit Card,0
90.66,12,US,dev_2806,Restaurants,Debit Card,0
66.73,8,BR,dev_1500,Restaurants,Net Banking,0
24.85,9,DE,dev_8278,Travel,UPI,0
168.71,8,US,dev_5526,Restaurants,Debit Card,0
127.73,14,US,dev_9964,Restaurants,Debit Card,0
85.94,19,SG,dev_7108,Pharmacy,Credit Card,0
152.08,1,IN,dev_8309,Fuel,UPI,0
161.57,12,SG,dev_9591,Pharmacy,Debit Card,0
98.58,1,SG,dev_6936,Travel,E-Wallet,0
145.13,18,ZA,dev_7864,Clothing,Debit Card,0
95.65,1,BR,dev_7778,Electronics,E-Wallet,0
91.19,2,SG,dev_8432,Clothing,Net Banking,0
77.11,5,US,dev_7507,Clothing,E-Wallet,0
111.78,2,FR,dev_2913,Fuel,E-Wallet,0
13.82,9,FR,dev_8936,Electronics,Credit Card,0
170.2,5,DE,dev_5954,Clothing,Debit Card,0
164.36,15,FR,dev_9523,Travel,Net Banking,0
2.37,16,DE,dev_2570,Electronics,Debit Card,0
139.81,18,FR,dev_7123,Grocery,E-Wallet,0
11.04,2,AU,dev_4912,Fuel,E-Wallet,0
32.65,17,DE,dev_2895,Clothing,Debit Card,0
108.85,6,CA,dev_8076,Restaurants,Net Banking,0
14.02,8,IN,dev_4230,Electronics,Net Banking,0
136.29,19,IN,dev_2319,Grocery,Credit Card,0
142.77,11,IN,dev_7857,Restaurants,E-Wallet,0
56.66,4,BR,dev_1811,Grocery,E-Wallet,0
0.51,2,ZA,dev_7698,Clothing,Credit Card,1
27.07,10,GB,dev_3526,Restaurants,Debit Card,0
76.76,3,ZA,dev_8976,Clothing,E-Wallet,0
317.85,4,DE,dev_7298,Restaurants,Debit Card,0
79.93,0,ZA,dev_1472,Electronics,Net Banking,0
24.07,17,FR,dev_4746,Pharmacy,UPI,0
80.41,11,DE,dev_9549,Travel,Credit Card,0
62.12,12,ZA,dev_5402,Pharmacy,E-Wallet,0
121.07,8,ZA,dev_8696,Travel,Credit Card,0
9.05,1,SG,dev_9505,Pharmacy,Net Banking,0
114.51,4,AU,dev_9380,Grocery,Net Banking,0
62.34,12,BR,dev_4633,Fuel,Net Banking,0
263.73,15,DE,dev_4911,Restaurants,Net Banking,0
33.47,15,GB,dev_2082,Clothing,UPI,0
80.11,2,IN,dev_5511,Fuel,Debit Card,0
215.09,3,US,dev_1718,Electronics,Debit Card,0
8.65,10,CA,dev_1639,Electronics,UPI,0
221.46,13,ZA,dev_6853,Electronics,Debit Card,0
93.15,2,IN,dev_4465,Travel,Net Banking,0
5.62,15,FR,dev_7290,Clothing,Debit Card,0
28.64,14,CA,dev_4451,Electronics,Credit Card,0
98.53,9,AU,dev_3799,Electronics,Debit Card,0
5.58,8,IN,dev_3137,Pharmacy,Credit Card,0
69.81,10,SG,dev_1895,Grocery,E-Wallet,0
33.96,15,IN,dev_2051,Restaurants,Credit Card,0
77.6,9,AU,dev_1298,Restaurants,Credit Card,0
3.75,16,IN,dev_3670,Restaurants,Net Banking,0
164.17,18,ZA,dev_5310,Fuel,Net Banking,0
290.42,1,IN,dev_4433,Pharmacy,Net Banking,0
277.59,1,SG,dev_5323,Pharmacy,Credit Card,0
110.79,5,BR,dev_8976,Grocery,UPI,0
11.15,18,AU,dev_7814,Travel,Net Banking,0
113.59,7,SG,dev_9483,Fuel,Net Banking,0
1.99,2,DE,dev_3981,Grocery,Credit Card,0
1.79,13,IN,dev_6790,Electronics,E-Wallet,0
31.28,15,GB,dev_6902,Clothing,E-Wallet,0
53.66,0,IN,dev_7077,Fuel,Debit Card,0
117.72,2,AU,dev_2352,Fuel,E-Wallet,0
91.98,17,CA,dev_3948,Electronics,Net Banking,0
47.23,8,SG,dev_7499,Electronics,UPI,0
25.58,5,GB,dev_4252,Clothing,Debit Card,0
468.12,0,DE,dev_9665,Restaurants,UPI,0
44.44,9,FR,dev_8353,Fuel,UPI,0
48.03,5,DE,dev_3838,Grocery,Net Banking,0
14.29,11,SG,dev_4777,Travel,Credit Card,0
126.71,3,CA,dev_3509,Electronics,Credit Card,0
94.65,12,SG,dev_7359,Electronics,Credit Card,0
19.96,16,US,dev_5198,Travel,E-Wallet,0
6.88,7,GB,dev_6064,Grocery,Credit Card,0
91.28,19,CA,dev_3552,Electronics,Net Banking,0
85.02,2,GB,dev_3241,Travel,E-Wallet,0
25.53,11,SG,dev_9091,Pharmacy,Credit Card,0
241.05,6,BR,dev_7121,Electronics,UPI,0
13.1,11,GB,dev_2715,Restaurants,Net Banking,0
45.3,1,US,dev_2630,Restaurants,Net Banking,0
230.05,13,ZA,dev_5611,Electronics,Debit Card,0
43.54,4,CA,dev_1051,Pharmacy,Net Banking,0
81.41,8,US,dev_9791,Electronics,UPI,0
40.55,10,US,dev_4498,Restaurants,Net Banking,0
25.64,4,FR,dev_6920,Pharmacy,Debit Card,0
330.7,2,BR,dev_9774,Electronics,Net Banking,0
42.12,16,IN,dev_6881,Pharmacy,Net Banking,1
179.62,1,BR,dev_9087,Grocery,Debit Card,0
20.9,0,AU,dev_5048,Grocery,Net Banking,0
19.17,6,FR,dev_9854,Clothing,E-Wallet,0
2.53,13,SG,dev_2768,Grocery,Net Banking,0
84.37,4,SG,dev_7511,Fuel,Credit Card,0
36.78,18,DE,dev_3511,Pharmacy,Credit Card,0
159.82,10,IN,dev_1690,Fuel,E-Wallet,0
51.28,1,AU,dev_6693,Fuel,Net Banking,0
275.85,7,GB,dev_7580,Electronics,UPI,0
16.42,8,BR,dev_6661,Electronics,Net Banking,0
162.37,2,CA,dev_3144,Travel,Credit Card,0
119.9,1,US,dev_4910,Pharmacy,Debit Card,0
117.9,6,GB,dev_3720,Fuel,E-Wallet,0
149.03,4,DE,dev_5725,Fuel,Debit Card,0
114.51,4,BR,dev_6470,Grocery,UPI,0
78.73,19,CA,dev_3807,Restaurants,Net Banking,0
11.26,12,DE,dev_2350,Pharmacy,UPI,0
2.65,19,US,dev_7713,Restaurants,Debit Card,0
202.91,5,FR,dev_7032,Pharmacy,Net Banking,0
76.7,19,IN,dev_6109,Pharmacy,UPI,0
127.38,17,FR,dev_3007,Clothing,Credit Card,0
52.55,1,CA,dev_8322,Travel,Credit Card,0
9.98,5,FR,dev_7311,Restaurants,E-Wallet,0
10.7,8,CA,dev_2326,Clothing,Credit Card,0
92.56,2,AU,dev_1475,Grocery,Credit Card,0
45.01,0,AU,dev_4026,Travel,Debit Card,0
17.9,0,ZA,dev_3643,Travel,Credit Card,0
54.12,18,ZA,dev_2956,Fuel,Credit Card,0
5.31,4,FR,dev_8350,Pharmacy,Debit Card,0
69.78,12,SG,dev_2059,Pharmacy,Credit Card,0
25.07,18,FR,dev_6003,Electronics,Credit Card,0
127.78,11,FR,dev_8029,Pharmacy,E-Wallet,0
29.73,15,SG,dev_8775,Pharmacy,Credit Card,0
48.59,18,IN,dev_6934,Pharmacy,Credit Card,0
0.94,2,BR,dev_8748,Fuel,E-Wallet,0
6.02,11,SG,dev_4662,Grocery,Debit Card,0
39.87,4,CA,dev_4279,Pharmacy,Credit Card,0
52.3,1,BR,dev_7133,Fuel,UPI,0
73.31,6,US,dev_7486,Travel,Debit Card,0
27.59,12,IN,dev_2468,Fuel,Debit Card,0
94.99,14,US,dev_5778,Pharmacy,Credit Card,0
157.36,2,ZA,dev_6675,Clothing,E-Wallet,0
121.08,19,GB,dev_8063,Fuel,Debit Card,0
3.23,4,AU,dev_5000,Restaurants,E-Wallet,0
52.39,7,US,dev_3976,Grocery,UPI,0
8.87,0,DE,dev_5277,Grocery,E-Wallet,0
22.17,7,FR,dev_4021,Travel,Net Banking,0
345.37,17,CA,dev_2404,Fuel,E-Wallet,0
12.3,19,US,dev_8019,Travel,Debit Card,0
55.27,15,US,dev_9672,Travel,E-Wallet,0
77.02,17,GB,dev_1063,Clothing,E-Wallet,0
96.98,19,ZA,dev_6692,Electronics,Net Banking,0
65.61,11,FR,dev_7894,Travel,Net Banking,1
0.79,12,FR,dev_3990,Electronics,Credit Card,0
31.62,12,GB,dev_4470,Electronics,Debit Card,0
58.34,9,SG,dev_7139,Grocery,Credit Card,0
7.36,6,GB,dev_9500,Restaurants,Net Banking,0
34.54,13,DE,dev_7748,Restaurants,E-Wallet,0
2.7,15,BR,dev_8095,Fuel,Net Banking,0
6.55,14,DE,dev_5150,Clothing,UPI,1
40.46,11,GB,dev_3366,Clothing,E-Wallet,0
11.39,8,AU,dev_5425,Restaurants,Credit Card,0
67.06,7,SG,dev_2347,Fuel,E-Wallet,0
93.56,17,AU,dev_9118,Pharmacy,UPI,0
128.99,17,DE,dev_3424,Restaurants,Net Banking,0
17.87,12,FR,dev_7182,Fuel,Debit Card,0
14.66,17,DE,dev_2831,Fuel,Debit Card,0
8.84,14,IN,dev_8827,Fuel,Debit Card,0
80.94,3,ZA,dev_6954,Fuel,Net Banking,0
98.06,16,CA,dev_6136,Grocery,Debit Card,0
2.57,4,IN,dev_7882,Grocery,UPI,0
220.18,15,GB,dev_1902,Restaurants,Net Banking,0
4.27,8,US,dev_9192,Fuel,Debit Card,0
62.35,9,AU,dev_9034,Travel,Credit Card,0
98.77,17,BR,dev_9802,Fuel,Net Banking,0
163.82,16,IN,dev_9987,Travel,Net Banking,0
100.17,17,SG,dev_9938,Grocery,E-Wallet,0
129.45,6,AU,dev_7474,Fuel,Debit Card,0
33.17,3,IN,dev_8380,Electronics,Credit Card,0
134.92,4,FR,dev_6990,Restaurants,UPI,0
6.68,15,CA,dev_8341,Fuel,Net Banking,0
180.16,2,DE,dev_6556,Clothing,UPI,0
63.45,17,DE,dev_1427,Travel,UPI,0
135.99,13,IN,dev_7740,Pharmacy,UPI,0
48.16,14,GB,dev_8575,Pharmacy,E-Wallet,0
82.53,16,SG,dev_6479,Fuel,UPI,0
59.79,0,GB,dev_8569,Electronics,Debit Card,0
105.22,16,AU,dev_9983,Travel,Debit Card,0
6.81,10,ZA,dev_4528,Electronics,Credit Card,0
4.98,16,CA,dev_7838,Pharmacy,Credit Card,0
22.71,13,CA,dev_3858,Restaurants,UPI,0
13.9,19,DE,dev_2389,Pharmacy,UPI,0
164.32,18,CA,dev_3527,Restaurants,E-Wallet,0
19.8,6,GB,dev_8529,Restaurants,UPI,0
297.93,12,SG,dev_7779,Grocery,UPI,0
32.87,17,SG,dev_3422,Pharmacy,UPI,0
16.08,13,DE,dev_4269,Pharmacy,Net Banking,1
124.74,0,IN,dev_9454,Electronics,Net Banking,0
86.0,6,SG,dev_9701,Fuel,E-Wallet,0
55.16,7,GB,dev_5202,Clothing,E-Wallet,0
64.84,17,US,dev_2158,Clothing,Debit Card,0
101.61,8,IN,dev_6959,Restaurants,E-Wallet,0
20.75,0,ZA,dev_1533,Clothing,Debit Card,0
448.69,16,BR,dev_8295,Travel,UPI,0
294.45,18,FR,dev_9125,Electronics,E-Wallet,0
84.06,5,CA,dev_7342,Electronics,E-Wallet,0
17.81,2,CA,dev_3428,Electronics,E-Wallet,0
91.21,4,US,dev_3287,Travel,Debit Card,0
5.99,1,IN,dev_9563,Fuel,Debit Card,0
2.49,19,DE,dev_5662,Grocery,Credit Card,0
23.84,3,GB,dev_6862,Travel,Debit Card,0
49.68,9,US,dev_7868,Electronics,Debit Card,0
162.16,9,FR,dev_7692,Electronics,Net Banking,0
103.91,10,SG,dev_8954,Pharmacy,E-Wallet,0
108.6,15,DE,dev_5602,Electronics,Debit Card,0
44.34,16,BR,dev_5741,Fuel,E-Wallet,0
33.96,15,DE,dev_7370,Clothing,E-Wallet,0
37.09,6,US,dev_7436,Grocery,Net Banking,0
351.53,15,ZA,dev_3314,Travel,E-Wallet,0
3.27,2,US,dev_1250,Electronics,Debit Card,0
161.41,15,US,dev_5981,Pharmacy,E-Wallet,0
69.15,7,US,dev_5681,Pharmacy,Credit Card,0
46.19,11,DE,dev_5304,Restaurants,Credit Card,0
103.35,2,US,dev_5359,Grocery,Net Banking,0
53.35,16,IN,dev_2960,Pharmacy,Debit Card,0
165.35,17,DE,dev_5920,Restaurants,Net Banking,0
184.77,10,SG,dev_3237,Grocery,Credit Card,0
43.82,3,IN,dev_3048,Electronics,Debit Card,0
25.93,15,FR,dev_2748,Grocery,E-Wallet,0
71.79,16,SG,dev_1644,Grocery,Debit Card,0
194.76,8,BR,dev_7856,Electronics,UPI,0
18.92,5,CA,dev_7374,Fuel,Debit Card,0
78.03,19,DE,dev_9041,Pharmacy,E-Wallet,0
79.88,1,CA,dev_5658,Restaurants,UPI,0
105.67,8,DE,dev_3764,Fuel,Net Banking,0
11.29,5,SG,dev_4367,Restaurants,Debit Card,0
100.65,2,BR,dev_6204,Clothing,Net Banking,0
191.78,19,GB,dev_8268,Pharmacy,Debit Card,0
15.85,5,GB,dev_3172,Restaurants,Credit Card,0
21.7,6,IN,dev_6502,Restaurants,Credit Card,0
284.33,0,US,dev_9215,Grocery,E-Wallet,0
15.97,0,US,dev_7132,Clothing,Credit Card,0
154.14,4,GB,dev_9391,Electronics,UPI,0
54.23,5,SG,dev_2108,Electronics,UPI,0
22.72,12,BR,dev_1397,Travel,Debit Card,0
163.68,1,IN,dev_9508,Clothing,Net Banking,0
47.15,14,SG,dev_2372,Grocery,UPI,0
57.86,14,US,dev_5616,Travel,Debit Card,0
35.61,12,IN,dev_3180,Travel,Net Banking,0
71.91,13,CA,dev_4561,Electronics,Credit Card,0
14.28,6,AU,dev_6572,Restaurants,Debit Card,0
39.69,13,FR,dev_9511,Grocery,Net Banking,0
278.97,9,IN,dev_7820,Clothing,E-Wallet,0
23.89,16,US,dev_6548,Travel,E-Wallet,0
85.54,13,SG,dev_7279,Grocery,UPI,0
31.47,7,CA,dev_6262,Electronics,Net Banking,0
118.79,3,FR,dev_3951,Travel,E-Wallet,0
11.22,15,FR,dev_3661,Travel,UPI,0
280.05,12,IN,dev_5759,Fuel,Debit Card,0
48.38,19,FR,dev_3259,Electronics,Debit Card,0
21.54,17,CA,dev_7339,Fuel,Net Banking,0
6.11,13,BR,dev_1086,Electronics,Net Banking,0
14.88,17,SG,dev_8507,Electronics,Net Banking,0
58.68,4,IN,dev_3592,Fuel,Net Banking,0
32.88,8,FR,dev_4033,Pharmacy,E-Wallet,0
141.23,2,BR,dev_9928,Grocery,E-Wallet,0
45.09,7,SG,dev_8940,Grocery,UPI,0
22.88,19,DE,dev_6967,Pharmacy,E-Wallet,1
76.81,9,BR,dev_1210,Grocery,Debit Card,0
98.15,18,DE,dev_4492,Restaurants,UPI,0
14.62,2,DE,dev_6160,Travel,E-Wallet,0
14.68,10,BR,dev_5206,Grocery,Net Banking,0
2.99,10,FR,dev_3650,Restaurants,E-Wallet,0
106.67,16,DE,dev_1130,Travel,Credit Card,0
87.21,15,FR,dev_6016,Grocery,UPI,0
51.49,6,FR,dev_9488,Electronics,E-Wallet,0
148.72,3,SG,dev_1046,Pharmacy,E-Wallet,0
131.06,18,ZA,dev_1907,Clothing,Debit Card,0
70.43,11,CA,dev_9763,Grocery,Net Banking,0
162.16,14,FR,dev_3858,Clothing,Net Banking,0
18.44,10,SG,dev_8208,Grocery,Debit Card,0
9.5,4,AU,dev_3476,Electronics,Debit Card,0
25.15,4,DE,dev_4011,Pharmacy,Credit Card,0
4.7,14,IN,dev_2510,Pharmacy,UPI,0
60.6,17,FR,dev_4703,Clothing,Net Banking,0
220.67,10,BR,dev_2964,Restaurants,Debit Card,0
3.21,11,DE,dev_7665,Electronics,Debit Card,0
10.42,1,DE,dev_5795,Clothing,UPI,0
48.15,19,AU,dev_3485,Clothing,Debit Card,0
217.3,14,IN,dev_2926,Fuel,Credit Card,0
30.4,19,SG,dev_6360,Fuel,UPI,0
56.62,3,AU,dev_3464,Electronics,Credit Card,0
3.4,17,CA,dev_3938,Electronics,E-Wallet,0
12.85,5,DE,dev_1221,Electronics,Net Banking,0
345.18,18,FR,dev_9982,Travel,Debit Card,0
268.46,10,FR,dev_2675,Restaurants,UPI,0
0.4,1,AU,dev_7803,Grocery,Credit Card,0
242.61,7,CA,dev_5409,Fuel,Net Banking,0
81.54,10,GB,dev_3536,Pharmacy,Net Banking,0
161.95,4,US,dev_6457,Pharmacy,Debit Card,0
48.52,17,BR,dev_5942,Clothing,Net Banking,0
57.99,17,BR,dev_2087,Fuel,Debit Card,0
53.69,13,GB,dev_3760,Grocery,E-Wallet,0
87.94,9,DE,dev_8627,Electronics,Debit Card,0
12.03,2,SG,dev_7333,Pharmacy,Credit Card,0
2.43,8,IN,dev_2183,Fuel,Net Banking,0
29.45,2,GB,dev_8551,Restaurants,Net Banking,0
97.58,10,CA,dev_5880,Restaurants,Net Banking,0
18.04,11,FR,dev_5184,Travel,Debit Card,0
89.53,11,US,dev_7240,Fuel,UPI,0
280.29,2,DE,dev_3763,Electronics,Debit Card,0
7.89,6,US,dev_8409,Clothing,Credit Card,1
89.33,13,IN,dev_3783,Travel,Debit Card,0
46.92,10,FR,dev_6626,Electronics,Net Banking,0
162.08,6,CA,dev_8980,Travel,E-Wallet,0
15.6,9,BR,dev_4189,Fuel,Credit Card,0
94.38,10,IN,dev_7587,Grocery,E-Wallet,0
145.67,14,GB,dev_7065,Pharmacy,Credit Card,0
231.47,18,BR,dev_8318,Fuel,Credit Card,0
91.97,15,BR,dev_2973,Electronics,Net Banking,0
55.0,19,CA,dev_1022,Clothing,Debit Card,0
76.95,11,GB,dev_6483,Clothing,Net Banking,0
162.55,17,AU,dev_2108,Electronics,Net Banking,0
67.63,12,IN,dev_6439,Travel,Net Banking,0
2.47,4,SG,dev_4366,Restaurants,E-Wallet,0
213.83,3,ZA,dev_4945,Electronics,Credit Card,0
93.57,13,FR,dev_3449,Pharmacy,UPI,0
90.29,7,CA,dev_3338,Fuel,Debit Card,0
19.43,8,FR,dev_8374,Clothing,Net Banking,0
86.04,18,IN,dev_7997,Grocery,Credit Card,0
40.05,2,GB,dev_8356,Clothing,Debit Card,0
84.27,4,SG,dev_5514,Restaurants,UPI,0
9.02,17,ZA,dev_3986,Clothing,UPI,0
85.8,0,US,dev_1093,Restaurants,Net Banking,0
595.34,7,SG,dev_1822,Pharmacy,UPI,0
3.95,18,CA,dev_6845,Electronics,UPI,0
302.39,16,FR,dev_3773,Clothing,Debit Card,0
41.79,16,SG,dev_4282,Travel,Debit Card,0
163.68,10,DE,dev_1795,Fuel,Net Banking,0
122.0,1,GB,dev_8817,Travel,Credit Card,0
66.96,5,GB,dev_2932,Fuel,Net Banking,0
107.29,13,DE,dev_8568,Clothing,E-Wallet,0
168.64,2,BR,dev_1634,Pharmacy,UPI,0
41.42,11,BR,dev_4701,Clothing,Credit Card,0
31.68,3,IN,dev_1167,Fuel,Debit Card,0
88.11,11,AU,dev_9531,Pharmacy,E-Wallet,0
131.96,12,US,dev_8621,Grocery,E-Wallet,0
114.93,1,DE,dev_7634,Pharmacy,UPI,0
127.89,1,IN,dev_1497,Clothing,Debit Card,0
45.76,14,FR,dev_2925,Grocery,Credit Card,0
136.23,16,DE,dev_9644,Grocery,Debit Card,0
10.25,6,AU,dev_8551,Fuel,UPI,0
62.91,13,DE,dev_1383,Grocery,E-Wallet,0
0.46,11,AU,dev_5234,Grocery,UPI,0
31.39,16,AU,dev_5371,Electronics,Net Banking,0
36.51,13,AU,dev_5914,Pharmacy,E-Wallet,0
40.36,5,GB,dev_4144,Travel,UPI,0
95.12,18,SG,dev_2520,Grocery,Credit Card,0
39.35,5,GB,dev_9600,Travel,Credit Card,0
47.64,17,IN,dev_6532,Grocery,Credit Card,0
21.7,4,GB,dev_2844,Travel,Net Banking,0
37.38,5,GB,dev_8509,Clothing,Debit Card,0
20.63,1,FR,dev_7537,Clothing,Credit Card,0
6.08,7,DE,dev_4253,Travel,Net Banking,0
74.0,14,GB,dev_7481,Pharmacy,Credit Card,0
88.26,14,ZA,dev_6085,Grocery,Net Banking,0
77.3,10,AU,dev_7081,Electronics,Credit Card,0
49.81,0,DE,dev_2285,Pharmacy,Debit Card,0
38.22,17,BR,dev_1861,Travel,UPI,0
159.22,11,FR,dev_1869,Pharmacy,Credit Card,0
58.56,11,SG,dev_9926,Restaurants,UPI,0
52.19,10,FR,dev_7000,Electronics,Credit Card,0
2.08,7,AU,dev_3868,Restaurants,Debit Card,0
33.39,6,DE,dev_4655,Travel,UPI,0
38.27,1,SG,dev_5670,Grocery,Net Banking,0
40.71,10,US,dev_4033,Pharmacy,Credit Card,0
69.43,9,CA,dev_3552,Pharmacy,Credit Card,0
61.02,2,FR,dev_7495,Restaurants,Net Banking,1
74.9,19,SG,dev_6481,Pharmacy,Debit Card,0
115.81,9,IN,dev_3577,Travel,E-Wallet,0
134.13,17,SG,dev_7146,Electronics,Credit Card,0
101.3,13,CA,dev_3880,Grocery,Net Banking,0
249.02,17,AU,dev_5456,Restaurants,E-Wallet,0
1.47,7,DE,dev_6631,Pharmacy,Credit Card,0
17.43,9,US,dev_2204,Travel,UPI,0
0.61,12,IN,dev_3267,Grocery,Net Banking,0
83.41,7,SG,dev_2039,Grocery,UPI,0
182.65,3,ZA,dev_1169,Clothing,Debit Card,0
22.32,3,GB,dev_7146,Grocery,E-Wallet,0
209.42,4,AU,dev_4474,Travel,Net Banking,0
4.97,0,FR,dev_4192,Electronics,Credit Card,0
217.98,16,FR,dev_9653,Fuel,Credit Card,0
34.66,1,CA,dev_2219,Clothing,E-Wallet,0
8.56,7,AU,dev_6122,Travel,UPI,0
53.22,6,IN,dev_8479,Travel,UPI,0
23.74,14,BR,dev_7413,Travel,Net Banking,0
26.82,4,US,dev_9853,Restaurants,Net Banking,0
29.37,1,IN,dev_1352,Pharmacy,UPI,0
129.97,6,US,dev_9655,Restaurants,Net Banking,0
61.98,7,DE,dev_4902,Electronics,UPI,0
29.84,6,DE,dev_5408,Travel,E-Wallet,0
75.4,6,AU,dev_9500,Pharmacy,Net Banking,0
100.74,13,AU,dev_7060,Restaurants,UPI,0
25.46,17,FR,dev_6139,Restaurants,Net Banking,0
42.69,5,GB,dev_5735,Restaurants,Credit Card,0
10.4,3,CA,dev_9789,Electronics,Credit Card,0
15.99,9,GB,dev_7767,Electronics,Debit Card,0
91.43,17,IN,dev_2373,Travel,UPI,0
16.02,11,FR,dev_2081,Clothing,Debit Card,0
59.58,15,US,dev_2585,Travel,UPI,0
98.77,6,BR,dev_3595,Restaurants,Net Banking,0
9.04,5,SG,dev_8153,Fuel,UPI,0
67.02,4,ZA,dev_8597,Pharmacy,Credit Card,0
23.72,2,DE,dev_2250,Restaurants,Net Banking,0
263.59,11,GB,dev_6644,Grocery,Credit Card,0
52.86,14,CA,dev_7640,Fuel,Net Banking,0
131.19,9,BR,dev_5049,Fuel,UPI,0
63.92,19,BR,dev_6890,Pharmacy,UPI,0
3.55,18,DE,dev_9216,Travel,Credit Card,0
80.22,15,ZA,dev_6301,Restaurants,E-Wallet,0
241.94,10,AU,dev_4187,Restaurants,UPI,0
73.63,7,BR,dev_5237,Clothing,E-Wallet,0
136.82,2,IN,dev_8767,Grocery,Net Banking,0
172.48,6,IN,dev_8655,Travel,E-Wallet,0
20.71,6,AU,dev_8528,Electronics,Credit Card,0
19.07,13,US,dev_2108,Travel,Debit Card,0
75.53,1,FR,dev_5889,Fuel,Debit Card,0
42.35,9,AU,dev_1705,Travel,Credit Card,0
146.54,18,ZA,dev_8458,Clothing,Debit Card,0
184.23,8,IN,dev_3773,Travel,Credit Card,0
34.88,15,BR,dev_2214,Clothing,UPI,0
21.63,18,IN,dev_1917,Fuel,E-Wallet,0
121.32,17,SG,dev_7716,Clothing,Debit Card,0
25.71,8,FR,dev_1659,Pharmacy,UPI,0
138.35,15,CA,dev_2619,Pharmacy,Debit Card,0
44.1,12,SG,dev_1904,Restaurants,Net Banking,0
88.1,9,US,dev_9580,Electronics,Credit Card,0
8.03,19,DE,dev_9147,Fuel,Credit Card,0
78.22,13,SG,dev_2085,Clothing,UPI,0
48.08,11,US,dev_5549,Grocery,Net Banking,0
70.67,18,US,dev_7081,Fuel,E-Wallet,0
14.72,6,CA,dev_5108,Grocery,Net Banking,0
106.81,14,DE,dev_1645,Electronics,Net Banking,0
158.9,15,GB,dev_5436,Clothing,E-Wallet,0
19.54,7,AU,dev_1453,Fuel,E-Wallet,0
8.05,9,BR,dev_4789,Fuel,Net Banking,0
1.91,3,ZA,dev_2760,Electronics,Debit Card,0
82.17,18,ZA,dev_4248,Restaurants,Debit Card,0
74.73,18,ZA,dev_8556,Grocery,Net Banking,0
63.3,14,GB,dev_6951,Fuel,Debit Card,0
21.11,13,AU,dev_6062,Travel,E-Wallet,0
39.66,0,ZA,dev_9809,Grocery,E-Wallet,0
72.21,15,AU,dev_5496,Clothing,Debit Card,0
54.94,9,BR,dev_6021,Electronics,E-Wallet,0
352.41,18,ZA,dev_3658,Grocery,Credit Card,0
11.74,2,DE,dev_4201,Travel,E-Wallet,0
95.03,4,US,dev_4168,Pharmacy,Net Banking,0
41.44,8,ZA,dev_2746,Travel,UPI,1
44.72,17,AU,dev_8807,Electronics,Debit Card,0
101.15,10,US,dev_9425,Electronics,Debit Card,0
94.33,15,CA,dev_4586,Pharmacy,E-Wallet,0
379.15,1,ZA,dev_9544,Grocery,E-Wallet,0
10.99,11,ZA,dev_2362,Clothing,UPI,0
8.79,5,SG,dev_7432,Restaurants,UPI,0
103.09,10,US,dev_3520,Travel,Net Banking,0
69.09,7,ZA,dev_9712,Electronics,Credit Card,0
25.63,11,DE,dev_2233,Restaurants,Net Banking,0
6.62,1,BR,dev_5023,Restaurants,Debit Card,0
7.16,8,US,dev_5100,Restaurants,E-Wallet,0
179.69,14,BR,dev_4727,Clothing,Net Banking,0
17.04,1,FR,dev_4043,Electronics,E-Wallet,0
31.25,0,AU,dev_1004,Travel,E-Wallet,0
20.56,9,CA,dev_2138,Electronics,Net Banking,0
35.08,1,SG,dev_8751,Grocery,Net Banking,0
5.76,11,DE,dev_7608,Travel,UPI,0
58.56,7,CA,dev_7088,Electronics,Credit Card,0
5.6,4,SG,dev_8316,Travel,UPI,0
128.9,0,CA,dev_2130,Grocery,Credit Card,0
21.3,14,CA,dev_5619,Fuel,Net Banking,0
62.12,5,IN,dev_5107,Travel,Credit Card,0
169.67,11,AU,dev_5002,Fuel,Debit Card,0
84.19,7,GB,dev_8770,Restaurants,UPI,0
60.91,12,SG,dev_5759,Pharmacy,UPI,0
31.36,18,DE,dev_7740,Clothing,UPI,0
32.4,0,US,dev_4141,Grocery,E-Wallet,0
88.57,10,CA,dev_8231,Travel,E-Wallet,0
411.16,19,CA,dev_3038,Grocery,Net Banking,0
86.74,0,SG,dev_3183,Restaurants,Net Banking,0
65.28,7,FR,dev_5242,Fuel,E-Wallet,0
104.94,4,GB,dev_5673,Clothing,UPI,0
50.07,16,CA,dev_6181,Grocery,E-Wallet,0
4.96,7,ZA,dev_6710,Fuel,Credit Card,0
66.1,9,IN,dev_4258,Restaurants,UPI,0
252.9,1,BR,dev_9347,Restaurants,E-Wallet,0
15.42,8,IN,dev_5395,Restaurants,Net Banking,0
93.7,2,GB,dev_9177,Pharmacy,E-Wallet,0
17.94,17,ZA,dev_8985,Fuel,Debit Card,0
61.4,6,IN,dev_3910,Travel,E-Wallet,0
8.13,14,BR,dev_6269,Electronics,UPI,0
47.88,19,US,dev_9161,Grocery,E-Wallet,0
112.9,17,AU,dev_8935,Pharmacy,Net Banking,0
34.16,2,US,dev_6512,Electronics,Credit Card,0
87.47,13,AU,dev_9879,Restaurants,Debit Card,0
126.96,1,FR,dev_7934,Electronics,UPI,0
209.58,13,FR,dev_1005,Fuel,Net Banking,0
